id,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions
260,tt8851668,The Lovebirds,The Lovebirds,2020,"Action, Comedy, Crime",86,USA,English,Michael Showalter,"Aaron Abrams, Brendan Gall",A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery.,6,18121,"https://m.media-amazon.com/images/M/MV5BNzU1ZTE4YzAtOWNkYi00YWE4LThmY2YtMDNlYzU2ZTgxYTc2XkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UX182_CR0,0,182,268_AL_.jpg","    A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme - and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night."
261,tt10540242,Sognando il ring,The Main Event,2020,"Action, Comedy, Family",101,USA,English,Jay Karas,"Larry Postel, Zach Lewis","After discovering a magical mask, an 11-year-old aspiring wrestler enters a competition to become the next WWE superstar.",4.7,1619,"https://m.media-amazon.com/images/M/MV5BZWVhNDQwNDItNDcwMy00MTVlLWE0YjAtMjQxYzVkODRjN2YyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","    When 11-year-old Leo Thompson (Seth Carr) discovers a magical wrestling mask that grants him super strength, he uses it to enter a WWE competition. With the support of his grandmother (Tichina Arnold), Leo will do whatever it takes to achieve his dream of becoming a WWE Superstar. Can one kid win it all, in the face of epic challengers in the ring? Directed by Jay Karas, THE MAIN EVENT co-stars Adam Pally, Ken Marino, and features WWE Superstars Kofi Kingston, The Miz and Sheamus."
262,tt7922944,The Mentor,The Mentor,2020,Thriller,74,USA,English,Moez Solis,Moez Solis,A wanna-be filmmaker persuades a reluctant film director into giving a mentorship when suddenly they are both kidnapped by an enigmatic gang.,4.2,113,"https://m.media-amazon.com/images/M/MV5BODM3ODg0MDItZDY0My00NTg5LTg0ODQtZWY4ZGUzNGQ3NjU0XkEyXkFqcGdeQXVyMzgwOTcyNDg@._V1_UX182_CR0,0,182,268_AL_.jpg",    A wanna-be filmmaker persuades a reluctant film director into giving a mentorship when suddenly they are both kidnapped by an enigmatic gang.
263,tt11164090,The Moving on Phase,The Moving on Phase,2020,Comedy,85,USA,English,Don Tjernagel,Don Tjernagel,Piper is a young adult female that is forced into a life change after long time boyfriend breaks it off and evicts her from their home.,9.5,172,"https://m.media-amazon.com/images/M/MV5BNDg2ZTRkY2MtNGRhMC00MjAwLTg0MGUtN2RmZTA2MGQ3MWYwXkEyXkFqcGdeQXVyMjgxNDIxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",    Piper is a young adult female that is forced into a life change after long time boyfriend breaks it off and evicts her from their home.
264,tt4682266,New Mutants,The New Mutants,2020,"Action, Horror, Sci-Fi",94,"USA, Canada",English,Josh Boone,"Josh Boone, Knate Lee","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",5.6,4621,"https://m.media-amazon.com/images/M/MV5BZDQ2NTdmNDgtMGIwMS00ODE2LTk5M2EtZGZhYzc4MWRlNTU3XkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_UX182_CR0,0,182,268_AL_.jpg","    After a near-death experience during a strange tornado, Danielle Moonstar awakens in an abandoned research facility run by the mysterious Dr Cecilia Reyes. There, Dr Reyes introduces Dani to four other equally uncommon teenagers: Illyana Rasputin, Rahne Sinclair, Sam Guthrie, and Roberto da Costa, who wants to keep them safe and sound until they learn how to be in full control of their extraordinary abilities. However, even though the exceptional team of traumatised inmates believes that they're being treated and cared for, before long, they all start to experience horrifying hallucinations. But, this institution was supposed to be a safe place. Are they patients or prisoners?"
265,tt7979142,The Night Clerk,The Night Clerk,2020,"Crime, Drama, Mystery",90,USA,English,Michael Cristofer,Michael Cristofer,A voyeuristic hotel clerk becomes the subject of a murder investigation.,5.4,6994,"https://m.media-amazon.com/images/M/MV5BNTVjZGM0NTQtMDcyYi00Mzk5LTkyN2MtNWQxZjczMGIwOTAyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Bart Bromley is a highly intelligent night clerk with Asperger Syndrome. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realizes he must stop the real killer before Andrea becomes the next victim."
266,tt9731534,The Night House,The Night House,2020,"Horror, Thriller",108,"USA, UK",,David Bruckner,"Ben Collins, Luke Piotrowski",A widow begins to uncover her recently deceased husband's disturbing secrets.,6.8,159,"https://m.media-amazon.com/images/M/MV5BZmIwNjJhOGYtNDcyNi00Yjc4LThiNTktMDM2ZjFhM2YxMTljXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg",    A widow begins to uncover her recently deceased husband's disturbing secrets.
267,tt7556122,The Old Guard,The Old Guard,2020,"Action, Adventure, Fantasy",125,USA,"English, Arabic, French, Italian",Gina Prince-Bythewood,"Greg Rucka, Greg Rucka",A covert team of immortal mercenaries are suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,6.7,98100,"https://m.media-amazon.com/images/M/MV5BNDJiZDliZDAtMjc5Yy00MzVhLThkY2MtNDYwNTQ2ZTM5MDcxXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Led by a warrior named Andy (Charlize Theron), a covert group of tight-knit mercenaries with a mysterious inability to die have fought to protect the mortal world for centuries. But when the team is recruited to take on an emergency mission and their extraordinary abilities are suddenly exposed, it's up to Andy and Nile (Kiki Layne), the newest soldier to join their ranks, to help the group eliminate the threat of those who seek to replicate and monetize their power by any means necessary."
268,tt3661394,L'unico e insuperabile Ivan,The One and Only Ivan,2020,"Animation, Adventure, Comedy",95,USA,English,Thea Sharrock,"Mike White, Katherine Applegate",A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.,6.7,3397,"https://m.media-amazon.com/images/M/MV5BZWY3OTNhNWUtMDk2My00ZGVhLWE5ODQtM2NkOTZiMWM2MGY2XkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",    A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.
269,tt5761986,The Orchard,The Orchard,2020,"Crime, Horror, Thriller",81,USA,English,Michael Caissie,Michael Caissie,A sheriff makes a strange discovery when he gets called to an orchard where three teenage sisters have been attacked by a band of young delinquents.,3.3,330,"https://m.media-amazon.com/images/M/MV5BNjYzNTU2MTctZGQxOC00OThjLThiOGUtYzhjYWEyYmJlN2FmXkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Left alone for the night in their new orchard farmhouse, three teenage sisters soon find themselves at the mercy of some unscrupulous townie boys. The tables are turned, however, when the malevolence that roams the orchard starts to hunt down the boys."
270,tt3833480,The Outpost,The Outpost,2020,"Action, Drama, History",123,"USA, Bulgaria",English,Rod Lurie,"Paul Tamasy, Eric Johnson",A small team of U.S. soldiers battle against hundreds of Taliban fighters in Afghanistan.,6.7,10057,"https://m.media-amazon.com/images/M/MV5BNWYyMzNjY2EtODVmYi00ODBmLWIyNGMtNDdhMGViY2RhNjcxXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg","    During the Afghanistan war, several outposts were placed to control the Taliban movement and their supply chain. Camp Keating, situated in a valley surrounded by mountains, was one them. While being shot at by the Talibans was business as usual, they tried to gain respect from local village elders and have them help stop these skirmishes. One day, when 400 Talibans rallied for a surprise attack, it was up to them to leverage the poor defenses and lack of ammo and manpower they had, to ultimately survive and go back to their loved ones."
271,tt9178402,The Pale Door,The Pale Door,2020,"Horror, Western",96,USA,English,Aaron B. Koontz,"Cameron Burns, Aaron B. Koontz","After a train robbery goes bad, two brothers leading a gang of cowboys must survive the night in a ghost town inhabited by a coven of witches.",3.8,344,"https://m.media-amazon.com/images/M/MV5BY2MzNDE1NDgtM2ExZS00YjVkLWFhNzAtM2UzMTU4ZmVhN2E5XkEyXkFqcGdeQXVyMTc3OTMyNjU@._V1_UX182_CR0,0,182,268_AL_.jpg","    The Dalton gang finds shelter in a seemingly uninhabited ghost town after a train robbery goes south. Seeking help for their wounded leader, they are surprised to stumble upon a welcoming brothel in the town's square. But the beautiful women who greet them are actually a coven of witches with very sinister plans for the unsuspecting outlaws."
272,tt10101774,The Party Planner,The Party Planner,2020,Thriller,93,USA,English,Jake Helgren,Jake Helgren,"When young art gallery owner and mother Kayla Anderson finds herself drowning in work and in need of help planning her daughter Kerry's big upcoming Sweet Sixteen bash, she hires pretty, ...",4.7,143,"https://m.media-amazon.com/images/M/MV5BOTM2OTA0OWYtYjQ5Mi00NjA2LWE2YzEtYjk4YjUzY2FkOWVhXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When young art gallery owner and mother Kayla Anderson finds herself drowning in work and in need of help planning her daughter Kerry's big upcoming Sweet Sixteen bash, she hires pretty, spirited party planner Lindy Shores to help out, having no clue that Lindy is unstable and recently murdered her husband, and will stop at nothing to make Kerry a daughter of her own."
273,tt7798646,The Photograph,The Photograph,2020,"Drama, Romance",106,"USA, China",English,Stella Meghie,Stella Meghie,A series of intertwining love stories set in the past and in the present.,5.9,2646,"https://m.media-amazon.com/images/M/MV5BMjY3OWY4NDMtNmMwYy00ODNmLTljODAtMzEyNWI5ZDc1YzU3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life - an investigation that leads to an unexpected romance with a rising journalist."
274,tt4106514,The Postcard Killings,The Postcard Killings,2020,"Crime, Drama, Mystery",104,"UK, USA","English, Swedish, Russian, German, French",Danis Tanovic,"Andrew Stern, Ellen Furman",A New York detective investigates the death of his daughter who was murdered while on her honeymoon in London; he recruits the help of a Scandinavian journalist when other couples throughout Europe suffer a similar fate.,5.7,4296,"https://m.media-amazon.com/images/M/MV5BMjMxMmVjMjMtNzA4OS00ZDAxLTk3YjUtYzQ5MmExZjQwOTk1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    New York detective Jacob Kanon has a daughter. A beautiful, talented daughter who is brutally murdered as she honeymoons in blissful ignorance. Soon after, the strangest of postcards arrives on the desk of Swedish art critic Dessie Larsson... Across Europe, couples are being ruthlessly butchered in deliberate acts of violence with no end in sight. The only clues, are picture postcards sent to seemingly random journalists by a narcissistic killer, heralding the next horrific crime. Seen from the joint perspective of both the hunted and the hunters, THE POSTCARD KILLINGS digs deep into the most frightening aspects of the human psyche, drawing Jacob and Dessie into a nightmare from which there might be no escape. As the narrative explodes with operatic ferocity, our protagonists find themselves with an impossible choice to make."
275,tt10151054,The Quarry,The Quarry,2020,"Crime, Mystery, Thriller",98,USA,English,Scott Teems,"Scott Teems, Andrew Brotzman","A drifter (Shea Whigham) kills a traveling preacher and takes his place at a small-town church, but the police chief (Michael Shannon) suspects foul play.",5.2,1446,"https://m.media-amazon.com/images/M/MV5BMGE4OTM3Y2YtMjkxOS00YmVkLTk2NGEtZjhlZmQ1M2Q3MjhhXkEyXkFqcGdeQXVyODY3ODQ2MTk@._V1_UY268_CR4,0,182,268_AL_.jpg","    After murdering a traveling preacher, a fugitive drifter travels to a small town and poses as the man he killed. Though the congregation loves the drifter's sermons of forgiveness, the local police chief is suspicious of the man. Soon a gruesome discovery at a local quarry forces the killer to fight for his freedom."
276,tt10003008,The Rental,The Rental,2020,"Horror, Thriller",88,USA,English,Dave Franco,"Dave Franco, Joe Swanberg",Two couples rent a vacation home for what should be a celebratory weekend get-away.,5.7,9453,"https://m.media-amazon.com/images/M/MV5BMjMwOGEyMTQtMDllMC00YTU3LTgyNzktYmEwY2Y4MjQzYmRkXkEyXkFqcGdeQXVyMjM4OTYzMTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","    Two couples on an oceanside getaway grow suspicious that the host of their seemingly perfect rental house may be spying on them. Before long, what should have been a celebratory weekend trip turns into something far more sinister, as well-kept secrets are exposed and the four old friends come to see each other in a whole new light."
277,tt7134096,The Rhythm Section,The Rhythm Section,2020,"Action, Drama, Mystery",109,"UK, USA, Spain","English, French",Reed Morano,"Mark Burnell, Mark Burnell",A woman seeks revenge against those who orchestrated a plane crash that killed her family.,5.2,8816,"https://m.media-amazon.com/images/M/MV5BZDMyZjQwY2QtYzRhMS00NDBkLWIzZjAtY2I1Nzg3OTEzMDBlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","    Blake Lively stars as Stephanie Patrick, an ordinary woman on a path of self-destruction after her family is tragically killed in a plane crash. When Stephanie discovers that the crash was not an accident, she enters a dark, complex world to seek revenge on those responsible and find her own redemption. Based on the novel by Mark Burnell, from director Reed Morano (""The Handmaid's Tale"") and the producers of the James Bond film series, The Rhythm Section also stars Jude Law and Sterling K. Brown."
278,tt9411866,The Roads Not Taken,The Roads Not Taken,2020,Drama,85,"UK, Sweden, USA, Poland, Spain",English,Sally Potter,Sally Potter,"Sally Potter's film follows a day in the life of Leo (Javier Bardem) and his daughter, Molly (Elle Fanning), as he floats through alternate lives he could have lived, leading Molly to wrestle with her own path as she considers her future.",4.9,753,"https://m.media-amazon.com/images/M/MV5BN2UyM2U3NTctNTRlOS00Yzg5LTgxZTItNmM0MWE4ODEwMjg1XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","    Sally Potter's THE ROADS NOT TAKEN follows a day in the life of Leo (Javier Bardem) and his daughter, Molly (Elle Fanning) as she grapples with the challenges of her father's chaotic mind. As they weave their way through New York City, Leo's journey takes on a hallucinatory quality as he floats through alternate lives he could have lived, leading Molly to wrestle with her own path as she considers her future."
279,tt3290322,The Runners,The Runners,2020,Action,94,USA,,"Joey Loomis, Micah Lyons",Micah Lyons,"When his little sister is abducted from a homecoming after-party in rural East Texas, Ryan is in a race against the clock to save her before she disappears into the underworld of sex trafficking forever.",4.3,155,"https://m.media-amazon.com/images/M/MV5BMDM3YjZlMjctNmNiMC00NTIxLWE2OWMtNmU2NDMzNTUxNGFiXkEyXkFqcGdeQXVyNTA4NDgzMw@@._V1_UY268_CR1,0,182,268_AL_.jpg","    When his little sister is abducted from a homecoming after-party in rural East Texas, Ryan is in a race against the clock to save her before she disappears into the underworld of sex trafficking forever."
280,tt2702920,Il giardino segreto,The Secret Garden,2020,"Drama, Family, Fantasy",99,"UK, France, USA, China",English,Marc Munden,"Jack Thorne, Frances Hodgson Burnett",An orphaned girl discovers a magical garden hidden at her strict uncle's estate.,5.5,1912,"https://m.media-amazon.com/images/M/MV5BNzQ4OGU3NjUtOGRiNS00NmFkLWE4MmMtODhiNmJjMjBmZWNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    The main character Mary Lennox ""Dixie Egerickx"" is a spoiled 10-year-old girl of rich parents who grew up in India. After her parents die from cholera, Mary is sent to live in Misselthwaite Manor in Yorkshire with her uncle Archibald Craven ""Colin Firth"" and the housekeeper Mrs. Medlock ""Julie Walters"". Mary discovers that the house holds many secrets. There she finds a key that leads her to a garden held locked for years by her uncle after the death of his wife. Soon she finds a room in the manor where her sick cousin Colin ""Edan Hayhurst"" has spend his entire life in his bed, completely unable to walk. But with the help of her new friend Dickon ""Amir Wilson"" the children manage to bring the garden back to life. In the garden Colin learns to walk and he becomes a healthy and happy young boy. When Lord Craven one day sees the children playing in the garden, he is amazed by the sight of his son walking. He feels joy for the first time since years."
281,tt4411584,The Secret: Dare to Dream,The Secret: Dare to Dream,2020,"Drama, Romance",107,USA,English,Andy Tennant,"Bekah Brunstetter, Rhonda Byrne",A widow struggling to get by meets a stranger who subscribes to a philosophy of positive thinking.,6.3,1147,"https://m.media-amazon.com/images/M/MV5BMzVhNWI5NzctNWU0MS00YzI4LThkY2QtMmE2NTVkYzI3YTI5XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_UX182_CR0,0,182,268_AL_.jpg","    Based on the groundbreaking best-selling book by Rhonda Byrne, The Secret: Dare to Dream follows Miranda (Katie Holmes), a young widow trying to make ends meet while raising her three children and dating her boyfriend (Jerry O'Connell). A devastating storm brings an enormous challenge and a mysterious man, Bray (Josh Lucas), into Miranda's life. Bray reignites the family's spirit but, unbeknownst to Miranda, also holds an important secret - one that will change everything. With its timeless messages of hope, compassion, and gratitude, The Secret: Dare to Dream is an inspiring and heartwarming film that shows how positive thoughts can transform our lives."
282,tt7149730,The Silencing,The Silencing,2020,"Action, Crime, Thriller",93,"Canada, USA",English,Robin Pront,Micah Ranum,A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,6.1,5044,"https://m.media-amazon.com/images/M/MV5BYjE2MjIwMmYtM2ZiMy00MzdmLTkyNTYtNmFiNjM5MDJhMGVmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg",    A reformed hunter now living secluded in a wildlife sanctuary after the disappearance of his teen daughter years ago saves a young girl from being killed by a serial killer but get caught in a deadly cat-and-mouse game. His path crosses with the town's sheriff who also seem to bring the serial killer to justice after the discovery of a dead body of a teen girl.
283,tt10888708,L'ultimo colpo di mamma,The Sleepover,2020,"Action, Adventure, Comedy",100,USA,English,Trish Sie,"Sarah Rothschild, Sarah Rothschild","When two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an action-packed night.",5.5,4022,"https://m.media-amazon.com/images/M/MV5BZmE1Mjg5ZjgtYjkzYi00OWYxLWEyMDQtYjI3NWE1ZTc3N2Q3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX182_CR0,0,182,268_AL_.jpg","    When two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an action-packed night."
